"Data Source","World Development Indicators",

"Last Updated Date","2020-02-27",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Bahrain","BHR","Literacy rate, adult female (% of females ages 15 and above)","SE.ADT.LITR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","58.5910911560059","","","","","","","","","","76.9323196411133","","","","","","","","","","83.55742","","","","","","","","","89.01044","","","","","","94.28152","94.70737","94.94888","",
"Bahamas, The","BHS","Literacy rate, adult female (% of females ages 15 and above)","SE.ADT.LITR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Literacy rate, adult female (% of females ages 15 and above)","SE.ADT.LITR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.9593276977539","","","","","","","","","94.35994","","","","","","","","","","","96.80371","","94.91049","","","","","","",
"Belarus","BLR","Literacy rate, adult female (% of females ages 15 and above)","SE.ADT.LITR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.6282196044922","","","","","","","","","","99.4197235107422","","","","","","","","","","99.49399","","","","","","","","","99.72518","",
"Belize","BLZ","Literacy rate, adult female (% of females ages 15 and above)","SE.ADT.LITR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.3283920288086","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Literacy rate, adult female (% of females ages 15 and above)","SE.ADT.LITR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Literacy rate, adult female (% of females ages 15 and above)","SE.ADT.LITR.FE.ZS","","","","","","","","","","","","","","","","","51.3746490478516","","","","","","","","","","","","","","","","72.3132171630859","","","","","","","","","80.65438","","","","","","85.98594","86.83175","86.82146","","88.0802","91.87327","","","88.58286","","","","",
"Brazil","BRA","Literacy rate, adult female (% of females ages 15 and above)","SE.ADT.LITR.FE.ZS","","","","","","","","","","","","","","","","","","","","","72.8531494140625","","","","","","","","","","","","","","","","","","","","86.50005","","","","88.80613","","89.85559","90.22801","90.21955","90.41122","90.6817","91.63315","91.6249","91.76496","92.06052","92.34379","93.0212","93.24371","93.42507","",
"Barbados","BRB","Literacy rate, adult female (% of females ages 15 and above)","SE.ADT.LITR.FE.ZS","","","","","","","","","","","99.2515563964844","","","","","","","","","","","","","","99.5999984741211","","","","","","","","","","99.5999984741211","","","","","","","","","","99.6","","","","","","","","","","99.6","","","","","",
"Brunei Darussalam","BRN","Literacy rate, adult female (% of females ages 15 and above)","SE.ADT.LITR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","68.8418273925781","","","","","","","","","","82.4613571166992","","","","","","","","","","90.16155","","","","","","","","","","94.65248","","","","","","","96.30126","",
"Bhutan","BTN","Literacy rate, adult female (% of females ages 15 and above)","SE.ADT.LITR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.68066","","","","","","","48.01656","","","","","57.08362","","",
"Botswana","BWA","Literacy rate, adult female (% of females ages 15 and above)","SE.ADT.LITR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.2992401123047","","","","","","","","","","","","81.80795","","","","","","","","","","87.45121","88.7","","","","","",
"Central African Republic","CAF","Literacy rate, adult female (% of females ages 15 and above)","SE.ADT.LITR.FE.ZS","","","","","","","","","","","","","","","","8.39958000183105","","","","","","","","","","","","","20.3368797302246","","","","","","","","","","","","35.2909","","","","","","","","","","24.35549","","","","","","","","25.75638","",
