Country Name,Country Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Region
Afghanistan,AFG,2.51799988746643,2.68400001525879,2.89000010490417,3.02900004386902,3.13100004196167,3.0469999313354506,3.0729999542236297,3.0209999084472696,3.07500004768372,2.9909999370575,2.9059998989105202,3.0639998912811297,2.94300007820129,2.7230000495910605,2.64199995994568,2.45300006866455,2.10500001907349,2.18199992179871,2.74699997901917,2.92000007629395,2.91000008583069,2.7909998893737797,2.79999995231628,2.7660000324249303,2.67899990081787,2.60199999809265,2.46700000762939,2.4210000038147004,South Asia
Angola,AGO,24.4860000610352,22.8519992828369,22.9860000610352,23.017999649047898,23.408000946044897,22.4939994812012,23.7980003356934,22.7819995880127,23.149999618530302,25.0499992370605,25.341999053955103,26.3199996948242,26.354000091552702,26.0590000152588,22.5799999237061,19.3279991149902,15.9569997787476,13.062999725341802,11.354999542236301,9.55599975585938,7.71799993515015,7.73199987411499,7.84800004959106,7.82999992370605,7.69500017166138,7.638000011444089,7.49200010299683,7.622000217437741,Sub-Saharan Africa
Albania,ALB,16.2959995269775,17.2409992218018,17.7600002288818,17.8199996948242,17.9169998168945,18.6639995574951,18.378000259399396,18.4860000610352,19.0090007781982,18.2339992523193,17.863000869751,17.9489994049072,17.9139995574951,17.7070007324219,17.326000213623,16.8360004425049,16.3999996185303,13.7530002593994,15.734999656677198,15.8819999694824,13.762000083923303,11.4720001220703,13.3570003509521,15.1700000762939,17.097000122070302,14.565999984741199,12.572999954223599,13.1319999694824,Europe & Central Asia
United Arab Emirates,ARE,2.5190000534057595,2.1530001163482697,2.19300007820129,2.24000000953674,2.35899996757507,2.3840000629425,2.4690001010894798,2.4739999771118195,2.47000002861023,2.71799993515015,3.34899997711182,3.88800001144409,4.97300004959106,6.236999988555911,7.21600008010864,6.78399991989136,6.377999782562259,5.94299983978271,6.264999866485599,6.0229997634887695,6.044000148773191,5.968999862670901,5.69899988174438,5.242000102996831,4.78000020980835,4.41099977493286,7.5789999961853,7.46199989318848,Middle East & North Africa
Argentina,ARG,5.75400018692017,6.71600008010864,12.5959997177124,13.951000213622999,22.225000381469698,19.2029991149902,17.645000457763697,14.0349998474121,15.152000427246099,16.3530006408691,17.1919994354248,18.8250007629395,17.570999145507802,15.8170003890991,13.586000442504899,12.4200000762939,10.5719995498657,9.74300003051758,9.86800003051758,9.21199989318848,8.50899982452393,8.82800006866455,8.49899959564209,8.39400005340576,8.75300025939941,9.16300010681152,9.47500038146973,10.7880001068115,Latin America & Caribbean
Armenia,ARM,2.25,2.4210000038147004,7.4980001449585,8.61400032043457,10.270000457763699,14.9040002822876,17.1459999084473,13.6579999923706,15.227999687194801,14.703000068664599,14.402000427246099,14.0229997634888,13.2159996032715,12.5710000991821,11.6420001983643,10.6700000762939,9.76700019836426,16.6079998016357,19.8619995117188,21.2919998168945,19.6509990692139,18.1989994049072,18.132999420165998,19.4729995727539,19.2549991607666,17.4829998016357,17.4529991149902,17.899000167846697,Europe & Central Asia
Australia,AUS,9.14799976348877,9.92500019073486,9.99499988555908,9.35999965667725,8.10400009155273,8.23499965667725,8.06999969482422,7.3260002136230495,6.65700006484985,6.05999994277954,6.44299983978271,6.16099977493286,5.979000091552731,5.53599977493286,5.22100019454956,4.9229998588562,4.78700017929077,4.57299995422363,5.400000095367429,5.3769998550415,5.3060002326965305,5.3270001411438,5.610000133514401,6.1729998588562,6.07200002670288,5.78000020980835,5.669000148773191,5.44500017166138,East Asia & Pacific
Austria,AUT,3.5439999103546103,3.7709999084472696,4.5,3.9660000801086404,4.89900016784668,5.20499992370605,5.271999835968019,5.593999862670901,4.75600004196167,4.5939998626709,4.12799978256226,4.526000022888179,4.33699989318848,5.89300012588501,5.8579998016357395,5.60300016403198,5.30100011825562,4.41099977493286,5.08500003814697,4.6290001869201705,4.58400011062622,4.78599977493286,5.294000148773191,5.381999969482419,5.30800008773804,5.544000148773191,5.032000064849849,4.72300004959106,Europe & Central Asia
Azerbaijan,AZE,1.05400002002716,2.00500011444092,4.84600019454956,6.645999908447269,7.68200016021729,8.7189998626709,9.93000030517578,10.9099998474121,11.861000061035199,12.765000343322802,11.539999961853,10.3699998855591,9.23900032043457,8.05300045013428,7.35300016403198,6.33300018310547,5.25600004196167,4.9310002326965305,6.58599996566772,6.925000190734861,6.4510002136230495,6.093999862670901,5.94600009918213,5.83900022506714,5.86700010299683,5.90700006484985,5.92600011825562,6.05399990081787,Europe & Central Asia
Burundi,BDI,1.19500005245209,1.1970000267028797,1.30999994277954,1.45000004768372,1.49500000476837,1.51199996471405,1.6050000190734899,1.56400001049042,1.6019999980926498,1.6269999742507901,1.58500003814697,1.64100003242493,1.58800005912781,1.57000005245209,1.4659999608993501,1.3190000057220501,1.15600001811981,1.14300000667572,1.3159999847412098,1.33899998664856,1.31099998950958,1.26999998092651,1.24699997901917,1.15600001811981,1.15499997138977,1.13900005817413,1.05799996852875,1.07299995422363,Sub-Saharan Africa
Belgium,BEL,10.652000427246099,9.50500011444092,10.8199996948242,12.4289999008179,12.21399974823,12.4090003967285,11.545999526977502,11.704000473022498,10.2150001525879,8.2819995880127,6.9229998588562,7.7989997863769505,7.99599981307983,8.28299999237061,9.51200008392334,9.31400012969971,8.447999954223631,7.599999904632571,8.10599994659424,8.51599979400635,7.17999982833862,7.40899991989136,8.17000007629395,7.94000005722046,7.76800012588501,7.55999994277954,7.05399990081787,6.39499998092651,Europe & Central Asia
